學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,總計,男生計,女生計,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別
0002,國立清華大學,01141098,藝術與設計學系美勞教師碩士在職專班,N 職,M 碩士,53,2,51, -,19, -, -, -,14, -,2,2,9, -,3, -,4, -, -,18 新竹市,1 一般
0002,國立清華大學,01141127,運動科學系,D 日,M 碩士,48,22,26,8,8,9,9,5,7, -,2, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,01141127,運動科學系,D 日,B 學士,198,113,85,29,24,23,23,24,24,29,12, -, -, -, -, -, -,8,2,18 新竹市,1 一般
0002,國立清華大學,01141127,運動科學系,N 職,M 碩士,47,22,25,9,7,5,10,2,4,2,2,2,1, -, -,2,1, -, -,18 新竹市,1 一般
0002,國立清華大學,01199130,竹師教育學院跨領域STEAM教育碩士在職專班,N 職,M 碩士,29,8,21,5,11,3,10, -, -, -, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,02111136,科技藝術研究所,D 日,M 碩士,6,4,2,4,2, -, -, -, -, -, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,02131098,藝術與設計學系,D 日,M 碩士,85,19,66,3,20,4,21,7,17,5,8, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,02131098,藝術與設計學系,D 日,B 學士,317,66,251,16,64,12,60,17,55,17,63, -, -, -, -, -, -,4,9,18 新竹市,1 一般
0002,國立清華大學,02151096,音樂學系,D 日,M 碩士,68,22,46,8,15,4,12,5,11,5,8, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,02151096,音樂學系,D 日,B 學士,150,61,89,13,19,10,21,15,27,19,17, -, -, -, -, -, -,4,5,18 新竹市,1 一般
0002,國立清華大學,02151096,音樂學系音樂碩士在職專班,N 職,M 碩士,1, -,1, -, -, -, -, -, -, -, -, -,1, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,02191113,藝術學院學士班,D 日,B 學士,145,49,96,13,29,14,22,12,22,8,17, -, -, -, -, -, -,2,6,18 新竹市,1 一般
0002,國立清華大學,02221006,歷史研究所,D 日,D 博士,17,10,7,1,1,2,3,1, -, -, -,1,1,2,1,3,1, -, -,18 新竹市,1 一般
0002,國立清華大學,02221006,歷史研究所,D 日,M 碩士,36,18,18,3,4,6,4,5,2,4,7, -,1, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,02222007,人類學研究所,D 日,D 博士,6,5,1,1,1,1, -, -, -, -, -,2, -, -, -,1, -, -, -,18 新竹市,1 一般
0002,國立清華大學,02222007,人類學研究所,D 日,M 碩士,45,16,29,3,9,3,10,4,5,6,5, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,02231008,哲學研究所,D 日,D 博士,1,1, -,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,02231008,哲學研究所,D 日,M 碩士,33,25,8,7,1,7,4,5,3,6, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,02299009,亞際文化研究國際碩士學位學程(台灣聯合大學系統),D 日,M 碩士,9,3,6,1, -, -,2, -, -,2,4, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,02299010,人文社會學院學士班,D 日,B 學士,359,98,261,20,61,25,59,23,69,20,54, -, -, -, -, -, -,10,18,18 新竹市,1 一般
0002,國立清華大學,02311002,外國語文學系,D 日,M 碩士,31,5,26,2,4,2,9, -,11,1,2, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,02311002,外國語文學系,D 日,B 學士,188,57,131,11,33,22,29,10,29,11,33, -, -, -, -, -, -,3,7,18 新竹市,1 一般
0002,國立清華大學,02321001,台灣文學研究所,D 日,D 博士,19,8,11,1,3,1,1,1, -,2,1,1,5,1,1,1, -, -, -,18 新竹市,1 一般
0002,國立清華大學,02321001,台灣文學研究所,D 日,M 碩士,46,24,22,4,6,5,5,7,4,8,7, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,02321101,臺灣語言研究與教學研究所,D 日,D 博士,22,7,15, -,3,2, -,1,1, -,2,1,2, -,4,3,3, -, -,18 新竹市,1 一般
0002,國立清華大學,02321101,臺灣語言研究與教學研究所,D 日,M 碩士,53,15,38,3,9,5,8,3,11,3,5,1,4, -,1, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,02322003,中國文學系,D 日,D 博士,58,23,35,6,4,2,4,2,3,2,5,1,4,2,4,8,11, -, -,18 新竹市,1 一般
0002,國立清華大學,02322003,中國文學系,D 日,M 碩士,94,23,71,5,16,6,13,3,19,9,23, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,02322003,中國文學系,D 日,B 學士,211,60,151,10,42,21,32,12,30,7,33, -, -, -, -, -, -,10,14,18 新竹市,1 一般
0002,國立清華大學,02322109,中國語文學系,D 日,M 碩士,10,2,8, -, -, -, -, -, -,1,3, -,2,1,3, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,02322109,中國語文學系,D 日,B 學士,1, -,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1,18 新竹市,1 一般
0002,國立清華大學,02322109,中國語文學系語文教師碩士在職專班,N 職,M 碩士,2,1,1, -, -, -, -, -, -, -, -, -, -, -, -,1,1, -, -,18 新竹市,1 一般
0002,國立清華大學,02322109,中國語文學系語文碩士在職專班,N 職,M 碩士,10,2,8, -, -, -, -, -, -, -, -, -,1,1,2,1,5, -, -,18 新竹市,1 一般
0002,國立清華大學,02323114,華文文學研究所,D 日,M 碩士,49,12,37,3,13,4,7,2,8,3,9, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,02399005,語言學研究所,D 日,D 博士,17,9,8,2, -,1,2,2,2, -, -,2,2,2,2, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,02399005,語言學研究所,D 日,M 碩士,38,19,19,7,6,3,5,6,4,3,4, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,03111011,經濟學系,D 日,D 博士,11,5,6,1, -,1,2, -, -,1, -, -,4, -, -,2, -, -, -,18 新竹市,1 一般
0002,國立清華大學,03111011,經濟學系,D 日,M 碩士,55,31,24,11,13,16,8,2,2,2,1, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,03111011,經濟學系,D 日,B 學士,489,202,287,37,67,56,61,40,77,50,70, -, -, -, -, -, -,19,12,18 新竹市,1 一般
0002,國立清華大學,03121139,台北政經學院政治經濟碩士班,D 日,M 碩士,14,10,4,10,4, -, -, -, -, -, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,03131077,教育心理與諮商學系,D 日,D 博士,21,12,9,4,2,3,4,4,1, -,2,1, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,03131077,教育心理與諮商學系,D 日,M 碩士,152,35,117,8,32,10,32,4,25,11,27,1,1,1, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,03131077,教育心理與諮商學系,D 日,B 學士,186,44,142,3,37,12,36,18,27,7,34, -, -, -, -, -, -,4,8,18 新竹市,1 一般
0002,國立清華大學,03131077,教育心理與諮商學系教育心理與諮商碩士在職專班,N 職,M 碩士,138,21,117,2,28,6,25,6,24,4,20,2,10, -,2,1,8, -, -,18 新竹市,1 一般
0002,國立清華大學,03141012,社會學研究所,D 日,D 博士,15,7,8,2, -,1, -, -,2, -,2,2,1,1,1,1,2, -, -,18 新竹市,1 一般
0002,國立清華大學,03141012,社會學研究所,D 日,M 碩士,92,49,43,9,14,16,9,10,8,14,12, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,03143013,台灣研究教師在職進修碩士學位班,N 職,M 碩士,74,15,59,3,15,4,11,2,13,4,10,2,10, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,03199015,學習科學研究所,D 日,M 碩士,2,1,1, -, -, -, -, -,1,1, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,03199111,學習科學與科技研究所,D 日,M 碩士,81,27,54,7,19,5,20,9,7,6,7, -,1, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,04121019,科技管理學院財務金融碩士在職專班,N 職,M 碩士,50,15,35,7,16,7,18, -, -,1,1, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,04121020,計量財務金融學系,D 日,D 博士,6,3,3,1,2, -, -, -,1,2, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,04121020,計量財務金融學系,D 日,M 碩士,46,23,23,13,11,10,12, -, -, -, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,04121020,計量財務金融學系,D 日,B 學士,250,115,135,25,22,30,32,25,36,26,33, -, -, -, -, -, -,9,12,18 新竹市,1 一般
0002,國立清華大學,04131016,經營管理碩士在職專班,N 職,M 碩士,123,76,47,30,25,38,17,2,2,4,1,2,2, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,04131016,經營管理碩士在職專班現役軍人營區碩士在職專班,N 職,M 碩士,5,5, -, -, -, -, -,2, -, -, -,3, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,04131018,國際專業管理碩士班,D 日,M 碩士,70,35,35,19,19,16,16, -, -, -, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,04134014,科技管理學院公共政策與管理碩士在職專班,N 職,M 碩士,48,22,26,8,14,12,11,1,1, -, -,1, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,04199017,科技管理研究所,D 日,D 博士,24,12,12,2,1,3,2,2,1,2,1,1,2, -,3,2,2, -, -,18 新竹市,1 一般
0002,國立清華大學,04199017,科技管理研究所,D 日,M 碩士,63,28,35,15,14,11,20,1, -,1,1, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,04199021,科技管理學院高階經營管理亞太地區馬來西亞境外碩士在職專班,N 職,M 碩士,26,18,8,7,3,8,5,3, -, -, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,04199021,科技管理學院高階經營管理深圳境外碩士在職專班,N 職,M 碩士,20,14,6,7,2,7,3, -,1, -, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,04199021,高階經營管理碩士在職專班,N 職,M 碩士,96,70,26,34,13,35,12, -, -,1, -, -,1, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,04199021,高階經營管理雙聯碩士在職學位學程,N 職,M 碩士,44,25,19,13,9,12,10, -, -, -, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,04199022,服務科學研究所,D 日,D 博士,17,12,5, -,2,1,1,4, -,3, -,2,2,2, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,04199022,服務科學研究所,D 日,M 碩士,56,13,43,6,18,3,19,2,5,2,1, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,04199023,科技管理學院學士班,D 日,B 學士,321,134,187,25,13,43,60,32,59,24,52, -, -, -, -, -, -,10,3,18 新竹市,1 一般
0002,國立清華大學,04199131,科技管理學院健康政策與經營管理碩士在職專班,N 職,M 碩士,29,8,21,3,12,5,9, -, -, -, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,04211B01,學士後法律學士學位學程,D 日,X 4+X,1,1, -,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,04212024,科技法律研究所,D 日,D 博士,18,11,7,2,2,3, -,3,3, -,2, -, -,1, -,2, -, -, -,18 新竹市,1 一般
0002,國立清華大學,04212024,科技法律研究所,D 日,M 碩士,104,39,65,4,17,6,15,13,13,15,20,1, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,05111106,應用科學系,D 日,B 學士,2,2, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,2, -,18 新竹市,1 一般
0002,國立清華大學,05121025,生命科學系,D 日,B 學士,208,113,95,22,21,28,19,20,28,34,19, -, -, -, -, -, -,9,8,18 新竹市,1 一般
0002,國立清華大學,05121026,生物科技研究所,D 日,D 博士,39,25,14,4,1,5,3,2,2,3,3,5,3,1, -,5,2, -, -,18 新竹市,1 一般
0002,國立清華大學,05121026,生物科技研究所,D 日,M 碩士,53,27,26,10,12,15,13,2, -, -,1, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,05121028,分子與細胞生物研究所,D 日,D 博士,31,22,9,5,1,3,1,2, -,4,2,3,3,3,1,2,1, -, -,18 新竹市,1 一般
0002,國立清華大學,05121028,分子與細胞生物研究所,D 日,M 碩士,47,25,22,12,10,9,10,4,2, -, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,05121029,生技產業博士學位學程,D 日,D 博士,7,3,4, -, -, -,1,1,1, -, -,1, -,1,1, -,1, -, -,18 新竹市,1 一般
0002,國立清華大學,05121030,生物資訊與結構生物研究所,D 日,D 博士,36,22,14,5,4,2,1,3,3,4,1,6, -,1, -,1,5, -, -,18 新竹市,1 一般
0002,國立清華大學,05121030,生物資訊與結構生物研究所,D 日,M 碩士,62,35,27,15,13,15,12,4,2,1, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,05121072,分子醫學研究所,D 日,D 博士,23,9,14,1,2,2,3, -,2,1,2,3, -, -,4,2,1, -, -,18 新竹市,1 一般
0002,國立清華大學,05121072,分子醫學研究所,D 日,M 碩士,44,19,25,12,9,2,11,4,3,1,2, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,05199032,生命科學院學士班,D 日,B 學士,138,51,87,11,22,15,27,12,21,10,13, -, -, -, -, -, -,3,4,18 新竹市,1 一般
0002,國立清華大學,05199033,系統神經科學研究所,D 日,D 博士,10,6,4,1,2,2, -,1,2,1, -,1, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,05199033,系統神經科學研究所,D 日,M 碩士,28,13,15,6,10,3,3,3,1,1,1, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,05211041,環境科技博士學位學程(台灣聯合大學系統),D 日,D 博士,10,6,4,1,2,2,2,3, -, -, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,05211102,環境與文化資源學系,D 日,M 碩士,62,22,40,7,15,7,13,5,6,2,6,1, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,05211102,環境與文化資源學系,D 日,B 學士,7,3,4, -, -, -, -, -, -, -, -, -, -, -, -, -, -,3,4,18 新竹市,1 一般
0002,國立清華大學,05211102,環境與文化資源學系社區與社會學習領域碩士在職專班,N 職,M 碩士,49,13,36,2,11,4,6,4,8,1,9, -,1, -, -,2,1, -, -,18 新竹市,1 一般
0002,國立清華大學,05211102,環境與文化資源學系社會學習領域教師碩士在職專班,N 職,M 碩士,2,1,1, -, -, -, -, -, -, -, -, -, -, -, -,1,1, -, -,18 新竹市,1 一般
0002,國立清華大學,05211121,分析與環境科學研究所,D 日,M 碩士,33,9,24,3,12,4,9, -,3,2, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,05311037,化學系,D 日,D 博士,87,65,22,9,4,16,6,11,3,12,2,7,3,5,2,5,2, -, -,18 新竹市,1 一般
0002,國立清華大學,05311037,化學系,D 日,M 碩士,207,139,68,66,32,66,33,7,3, -, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,05311037,化學系,D 日,B 學士,265,175,90,43,23,48,23,41,22,34,20, -, -, -, -, -, -,9,2,18 新竹市,1 一般
0002,國立清華大學,05331038,物理學系,D 日,D 博士,81,74,7,15,5,14, -,10, -,15,2,7, -,7, -,6, -, -, -,18 新竹市,1 一般
0002,國立清華大學,05331038,物理學系,D 日,M 碩士,199,171,28,69,17,69,8,27,3,6, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,05331038,物理學系,D 日,B 學士,294,241,53,67,9,51,17,48,15,61,9, -, -, -, -, -, -,14,3,18 新竹市,1 一般
0002,國立清華大學,05331137,量子科技暨尖端材料博士學位學程,D 日,D 博士,1,1, -,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,05332039,天文研究所,D 日,D 博士,19,9,10,1, -, -,4, -,3,2,2,2, -,2,1,2, -, -, -,18 新竹市,1 一般
0002,國立清華大學,05332039,天文研究所,D 日,M 碩士,19,10,9,4,2,5,3,1,4, -, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,05399040,先進光源科技博士學位學程,D 日,D 博士,1,1, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -, -,18 新竹市,1 一般
0002,國立清華大學,05399040,先進光源科技碩士學位學程,D 日,M 碩士,8,6,2, -, -,2,2,2, -,2, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,05399042,理學院學士班,D 日,B 學士,158,119,39,26,15,32,9,32,6,23,7, -, -, -, -, -, -,6,2,18 新竹市,1 一般
0002,國立清華大學,05411043,數學系,D 日,D 博士,10,10, -,4, -,1, -,1, -,2, -, -, -,1, -,1, -, -, -,18 新竹市,1 一般
0002,國立清華大學,05411043,數學系,D 日,M 碩士,43,38,5,16,1,16,2,4, -,2,2, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,05411043,數學系,D 日,B 學士,267,218,49,54,13,48,14,49,9,46,7, -, -, -, -, -, -,21,6,18 新竹市,1 一般
0002,國立清華大學,05411115,計算與建模科學研究所,D 日,M 碩士,21,13,8,7,3,5,4,1, -, -,1, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,05421044,統計學研究所,D 日,D 博士,15,9,6,2, -,1,3,3,1,3, -, -,1, -,1, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,05421044,統計學研究所,D 日,M 碩士,54,45,9,23,3,20,6,2, -, -, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,06131053,資訊工程學系,D 日,D 博士,64,53,11,9,2,15,1,5,4,6,2,10,1,2, -,6,1, -, -,18 新竹市,1 一般
0002,國立清華大學,06131053,資訊工程學系,D 日,M 碩士,440,363,77,159,40,135,25,58,11,11,1, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,06131053,資訊工程學系,D 日,B 學士,590,444,146,97,25,121,36,109,36,93,40, -, -, -, -, -, -,24,9,18 新竹市,1 一般
0002,國立清華大學,06131122,資訊安全研究所,D 日,M 碩士,66,54,12,23,8,23,4,5, -,3, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,06134046,資訊系統與應用研究所,D 日,D 博士,26,21,5,4,3,4,1,5,1,5, -, -, -,2, -,1, -, -, -,18 新竹市,1 一般
0002,國立清華大學,06134046,資訊系統與應用研究所,D 日,M 碩士,169,114,55,43,25,41,22,21,5,9,3, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,06134048,社群網路與人智計算國際研究生博士學位學程,D 日,D 博士,17,11,6,3,1,2, -,2,2, -,2,4, -, -, -, -,1, -, -,18 新竹市,1 一般
0002,國立清華大學,07111057,化學工程學系,D 日,D 博士,92,76,16,11,4,17,6,13,3,16, -,12,2,3, -,4,1, -, -,18 新竹市,1 一般
0002,國立清華大學,07111057,化學工程學系,D 日,M 碩士,206,138,68,67,33,63,33,8,1, -,1, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,07111057,化學工程學系,D 日,B 學士,257,168,89,46,20,41,18,34,23,41,20, -, -, -, -, -, -,6,8,18 新竹市,1 一般
0002,國立清華大學,07112058,材料科學工程學系,D 日,D 博士,121,93,28,16,4,19,6,13,3,10,6,9,5,10,3,16,1, -, -,18 新竹市,1 一般
0002,國立清華大學,07112058,材料科學工程學系,D 日,M 碩士,321,238,83,110,29,93,40,28,14,7, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,07112058,材料科學工程學系,D 日,B 學士,464,335,129,83,23,81,31,86,34,76,34, -, -, -, -, -, -,9,7,18 新竹市,1 一般
0002,國立清華大學,07112071,工學院學士班,D 日,B 學士,149,90,59,22,19,29,21,19,10,14,6, -, -, -, -, -, -,6,3,18 新竹市,1 一般
0002,國立清華大學,07112118,前瞻功能材料產業博士學位學程,D 日,D 博士,13,13, -,3, -,3, -,3, -,3, -,1, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,07131068,核子工程與科學研究所,D 日,D 博士,20,13,7,4,2, -,2,3, -,3,1,2,1, -, -,1,1, -, -,18 新竹市,1 一般
0002,國立清華大學,07131068,核子工程與科學研究所,D 日,M 碩士,55,31,24,12,13,12,9,4,1,3,1, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,07141049,電機工程學系,D 日,D 博士,78,70,8,16,1,13, -,14, -,9,2,7,3,5,1,6,1, -, -,18 新竹市,1 一般
0002,國立清華大學,07141049,電機工程學系,D 日,M 碩士,411,338,73,116,31,120,26,75,10,27,6, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,07141049,電機工程學系,D 日,B 學士,486,395,91,100,19,105,19,88,27,89,24, -, -, -, -, -, -,13,2,18 新竹市,1 一般
0002,國立清華大學,07141050,電子工程研究所,D 日,D 博士,42,38,4,5,2,10,1,7, -,3, -,5, -,3,1,5, -, -, -,18 新竹市,1 一般
0002,國立清華大學,07141050,電子工程研究所,D 日,M 碩士,218,185,33,71,10,61,16,44,6,9,1, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,07141052,光電工程研究所,D 日,D 博士,28,23,5,5, -,7,1,2,2,4,1,1,1,4, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,07141052,光電工程研究所,D 日,M 碩士,139,110,29,41,11,41,11,26,6,2,1, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0002,國立清華大學,07141054,通訊工程研究所,D 日,D 博士,21,17,4,1,1,4, -, -,1,5,1,2, -,4,1,1, -, -, -,18 新竹市,1 一般
0002,國立清華大學,07141054,通訊工程研究所,D 日,M 碩士,165,131,34,51,10,44,15,33,6,3,3, -, -, -, -, -, -, -, -,18 新竹市,1 一般
