學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,總計,男生計,女生計,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別
0007,國立陽明交通大學,07151070,機械工程學系,D 日,D 博士,76,70,6,6, -,14,3,8, -,14, -,12,1,8,1,8,1, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,07151070,機械工程學系,D 日,M 碩士,311,269,42,106,15,89,19,66,8,8, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,07151070,機械工程學系,D 日,B 學士,408,348,60,71,26,91,11,87,6,83,15, -, -, -, -, -, -,16,2,18 新竹市,1 一般
0007,國立陽明交通大學,07151093,機器人碩士學位學程,D 日,M 碩士,73,63,10,21,2,20,5,16,3,6, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,07191075,工業工程與管理學系,D 日,D 博士,29,25,4,5,1,5, -,2, -,1,2,1,1,4, -,7, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,07191075,工業工程與管理學系,D 日,M 碩士,132,74,58,40,26,30,28,2,3,2,1, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,07191075,工業工程與管理學系,D 日,B 學士,276,164,112,45,25,38,32,42,22,32,28, -, -, -, -, -, -,7,5,18 新竹市,1 一般
0007,國立陽明交通大學,07193077,生醫工程研究所,D 日,M 碩士,129,74,55,22,19,26,20,20,13,6,3, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,07193079,影像與生醫光電研究所,D 日,M 碩士,67,57,10,17,4,20,4,16,2,4, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,07193080,生醫科學與工程博士學位學程,D 日,D 博士,18,16,2,2,1,1, -,2, -,2, -,2, -,4, -,3,1, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,07193120,生醫光電研究所,D 日,D 博士,20,13,7,2,1,2,4,4,1,2, -,3, -, -, -, -,1, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,07193120,生醫光電研究所,D 日,M 碩士,70,49,21,20,8,22,9,6,3,1,1, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,07193122,生物醫學工程學系,D 日,D 博士,49,40,9,5,3,6,2,9,2,10,1,5, -,3,1,2, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,07193122,生物醫學工程學系,D 日,M 碩士,92,51,41,27,19,20,20,3,2,1, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,07193122,生物醫學工程學系,D 日,B 學士,124,80,44,18,10,20,7,20,14,19,13, -, -, -, -, -, -,3, -,18 新竹市,1 一般
0007,國立陽明交通大學,07193172,數位醫療學士學位學程,D 日,B 學士,4,3,1, -, -,1,1,1, -,1, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,07199083,工學院碩士在職專班,N 職,M 碩士,417,321,96,72,31,82,24,79,19,43,15,45,7, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,07199102,系統工程與科技學士學位學程,D 日,B 學士,732,550,182,70,28,139,54,145,46,196,54, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,07311085,建築研究所,D 日,M 碩士,72,33,39,13,10,8,10,6,11,6,8, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,07321071,土木工程學系,D 日,D 博士,58,46,12,10, -,11,1,6,1,4,6,5,2,2, -,8,2, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,07321071,土木工程學系,D 日,M 碩士,185,135,50,56,24,64,20,7,4,8,2, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,07321071,土木工程學系,D 日,B 學士,321,267,54,66,14,63,16,61,13,61,7, -, -, -, -, -, -,16,4,18 新竹市,1 一般
0007,國立陽明交通大學,09111160,牙醫學系,D 日,D 博士,15,5,10,2,2,1, -,1,3, -,2,1,1, -,2, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09111160,牙醫學系,D 日,M 碩士,16,9,7,2,3,5,3,1,1,1, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09111160,牙醫學系,D 日,B 學士,259,148,111,23,18,24,18,27,13,22,24,25,18,27,19, -, -, -,1,18 新竹市,1 一般
0007,國立陽明交通大學,09111162,口腔生物研究所,D 日,D 博士,11,5,6,1,1,2,2,1,1, -,1, -, -, -,1,1, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09111162,口腔生物研究所,D 日,M 碩士,17,4,13,1,8,3,5, -, -, -, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09111169,口腔組織工程暨生技材料研究所,D 日,M 碩士,4,1,3,1,3, -, -, -, -, -, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09121125,醫學系,D 日,B 學士,832,523,309,84,48,94,47,75,60,82,60,102,46,79,44, -, -,7,4,18 新竹市,1 一般
0007,國立陽明交通大學,09121125,醫學系七年制,D 日,B 學士,61,44,17,4,6,1, -,8,2,7,3,9,1,9,2,6,2, -,1,18 新竹市,1 一般
0007,國立陽明交通大學,09121126,臨床醫學研究所,D 日,D 博士,130,86,44,12,11,14,11,12,10,13,7,12,2,15, -,8,3, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09121126,臨床醫學研究所,D 日,M 碩士,26,10,16,4,8,3,6,3,1, -,1, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09121126,臨床醫學研究所,N 職,M 碩士,11,3,8,1,3, -,3,1,2,1, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09121128,分子醫學博士學位學程,D 日,D 博士,101,58,43,10,10,7,8,15,7,6,4,8,5,5,3,7,6, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09121129,生理學研究所,D 日,D 博士,12,8,4, -, -,1, -,1,1, -,2,3, -, -, -,3,1, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09121129,生理學研究所,D 日,M 碩士,42,8,34,3,11,4,14,1,5, -,4, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09121130,神經科學研究所,D 日,D 博士,25,10,15, -,2,1,3,3,3,2,3,2,1,2, -, -,3, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09121130,神經科學研究所,D 日,M 碩士,40,16,24,7,10,6,12,3,2, -, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09121132,解剖學及細胞生物學研究所,D 日,M 碩士,41,13,28,2,15,6,8,4,5,1, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09121133,急重症醫學研究所,D 日,D 博士,18,12,6,4, -,4,2,3,2,1, -, -,2, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09121133,急重症醫學研究所,D 日,M 碩士,28,9,19,4,2,2,4,1,11,2,2, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09121134,腦科學研究所,D 日,D 博士,73,50,23,7,5,9,2,8,3,6,2,4,3,6,5,10,3, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09121134,腦科學研究所,D 日,M 碩士,51,20,31,9,17,7,10,3,3,1,1, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09121136,轉譯醫學博士學位學程,D 日,D 博士,10,3,7,1,1, -,1, -,1, -,2,1,2,1, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09121144,藥理學研究所,D 日,D 博士,24,14,10, -,3,2,2,2,1,5,4,2, -,2, -,1, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09121144,藥理學研究所,D 日,M 碩士,29,5,24,3,10,2,13, -,1, -, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09121171,跨領域醫學博士學位學程,D 日,D 博士,3,2,1,2,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09131149,護理學系,D 日,D 博士,69,4,65,1,8,2,11, -,11, -,10,1,5, -,10, -,10, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09131149,護理學系,D 日,B 學士,164,25,139,6,35,5,33,9,28,3,38, -, -, -, -, -, -,2,5,18 新竹市,1 一般
0007,國立陽明交通大學,09131149,護理學系,N 職,M 碩士,63,10,53,4,21,4,10, -,13,1,5,1,4, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09131150,臨床護理研究所,D 日,D 博士,16,3,13,2,4, -,3,1,4, -,1, -,1, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09131150,臨床護理研究所,D 日,M 碩士,77,5,72,3,22,1,20,1,17, -,12, -,1, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09131153,社區健康照護研究所,D 日,M 碩士,48,8,40,4,10,1,12,2,9, -,7,1,2, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09141158,醫學生物技術暨檢驗學系,D 日,D 博士,7,7, -,2, -,1, -,1, -, -, -,3, -, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09141158,醫學生物技術暨檢驗學系,D 日,M 碩士,40,12,28,4,13,6,14,1,1,1, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09141158,醫學生物技術暨檢驗學系,D 日,B 學士,142,58,84,12,27,14,20,16,19,12,18, -, -, -, -, -, -,4, -,18 新竹市,1 一般
0007,國立陽明交通大學,09141159,生物醫學影像暨放射科學系,D 日,D 博士,39,22,17,2,4,4,3,4,4,3,1,2,3,3,1,4,1, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09141159,生物醫學影像暨放射科學系,D 日,M 碩士,51,21,30,10,15,8,13,3,2, -, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09141159,生物醫學影像暨放射科學系,D 日,B 學士,135,59,76,17,16,15,14,13,20,14,21, -, -, -, -, -, -, -,5,18 新竹市,1 一般
0007,國立陽明交通大學,09141166,生物醫學暨工程科技產業博士學位學程,D 日,D 博士,7,5,2,1,1,2,1,1, -, -, -,1, -, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09151148,物理治療暨輔助科技學系,D 日,D 博士,27,12,15,4,1,1,5,2,3,2,2,1,3,1,1,1, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09151148,物理治療暨輔助科技學系,D 日,M 碩士,67,29,38,10,14,11,21,7,2,1,1, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09151148,物理治療暨輔助科技學系,D 日,B 學士,219,93,126,18,19,16,16,17,25,11,28,16,17,15,21, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09161142,藥學系,D 日,M 碩士,33,13,20,10,7,3,10, -,3, -, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09161142,藥學系,D 日,B 學士,175,83,92,9,13,12,17,13,23,18,14,13,14,17,11, -, -,1, -,18 新竹市,1 一般
0007,國立陽明交通大學,09161145,生物藥學研究所,D 日,D 博士,10,4,6,1,2,1,2,1,1, -, -,1,1, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09161145,生物藥學研究所,D 日,M 碩士,43,14,29,9,13,5,15, -,1, -, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09171143,傳統醫藥研究所,D 日,D 博士,32,17,15,3,1,2,4,3,3,4,4,3,2, -,1,2, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09171143,傳統醫藥研究所,D 日,M 碩士,21,12,9,7,5,4,4,1, -, -, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09191137,公共衛生研究所,D 日,D 博士,73,44,29,7,11,8,6,4,4,9,4,7,2,3,1,6,1, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09191137,公共衛生研究所,D 日,M 碩士,60,18,42,5,19,9,16,1,5,3,2, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09191137,公共衛生碩士學位學程,D 日,M 碩士,20,10,10,4,4,3,4,2,2,1, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09191138,衛生福利研究所,D 日,D 博士,17,10,7,2,3,3,1,1,1,3,2, -, -, -, -,1, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09191138,衛生福利研究所,D 日,M 碩士,39,11,28,3,10,5,13,2,3,1,2, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09191140,環境與職業衛生研究所,D 日,D 博士,11,6,5,2,1, -, -, -,2, -,1,1, -,1,1,2, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09191140,環境與職業衛生研究所,D 日,M 碩士,28,10,18,4,10,6,8, -, -, -, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09191141,國際衛生碩士學位學程,D 日,M 碩士,30,10,20,1,13,8,7, -, -,1, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09199167,食品安全及健康風險評估研究所,D 日,M 碩士,31,6,25,1,13,4,9,1,2, -,1, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,09211168,跨專業長期照顧與管理碩士學位學程,D 日,M 碩士,35,7,28,1,13,6,10, -,5, -, -, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,10411086,運輸與物流管理學系,D 日,D 博士,22,16,6,3,1,2,1,4,1,4, -,2, -, -,2,1,1, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,10411086,運輸與物流管理學系物流管理碩士班,D 日,M 碩士,41,18,23,7,13,7,8,2,1,2,1, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,10411086,運輸與物流管理學系交通運輸碩士班,D 日,M 碩士,90,50,40,28,16,20,20,1,2,1,2, -, -, -, -, -, -, -, -,18 新竹市,1 一般
0007,國立陽明交通大學,10411086,運輸與物流管理學系,D 日,B 學士,193,95,98,27,26,17,24,23,24,24,22, -, -, -, -, -, -,4,2,18 新竹市,1 一般
0007,國立陽明交通大學,99999096,百川學士學位學程,D 日,B 學士,113,39,74,7,20,9,17,9,18,13,19, -, -, -, -, -, -,1, -,18 新竹市,1 一般
0008,國立中央大學,01115001,學習與教學研究所,D 日,D 博士,26,5,21, -,4,1,3, -,4,1,1,1,3, -,5,2,1, -, -,03 桃園市,1 一般
0008,國立中央大學,01115001,學習與教學研究所,D 日,M 碩士,34,8,26,2,10,3,5,1,8,2,3, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,02191004,藝術學研究所,D 日,M 碩士,31,5,26, -,9,2,6,1,6,2,5, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,02221010,歷史研究所,D 日,M 碩士,32,22,10,5,3,7,5,6,2,4, -, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,02221010,歷史研究所,N 職,M 碩士,48,29,19,9,4,9,3,7,3,2,6,1,2,1,1, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,02231011,哲學研究所,D 日,D 博士,25,16,9,5,1,3,2,2,1, -, -,1, -,4, -,1,5, -, -,03 桃園市,1 一般
0008,國立中央大學,02231011,哲學研究所,D 日,M 碩士,18,11,7,4,2,3, -,1,2,3,2, -,1, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,02231011,哲學研究所,N 職,M 碩士,56,22,34,4,8,2,13,9,6,5,4,2,2, -,1, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,02299012,亞際文化研究國際碩士學位學程(台灣聯合大學系統),D 日,M 碩士,14,2,12, -,2, -,3,1,2,1,5, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,02299080,文學院學士班,D 日,B 學士,60,11,49,3,17,4,16,4,16, -, -, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,02311007,英美語文學系,D 日,M 碩士,41,12,29,3,6,6,8,2,5,1,10, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,02311007,英美語文學系,D 日,B 學士,198,54,144,10,33,14,35,14,34,13,38, -, -, -, -, -, -,3,4,03 桃園市,1 一般
0008,國立中央大學,02311008,法國語文學系,D 日,M 碩士,15,4,11,1,2,2,5, -,1, -,2,1,1, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,02311008,法國語文學系,D 日,B 學士,215,41,174,8,36,11,34,13,41,7,42, -, -, -, -, -, -,2,21,03 桃園市,1 一般
0008,國立中央大學,02322006,中國文學系,D 日,D 博士,35,17,18,2,1,3,1,2,1,3,3,1,2,1,5,5,5, -, -,03 桃園市,1 一般
0008,國立中央大學,02322006,中國文學系,D 日,M 碩士,62,25,37,6,13,5,6,7,6,6,11,1,1, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,02322006,中國文學系,D 日,B 學士,196,56,140,14,33,14,32,9,35,11,36, -, -, -, -, -, -,8,4,03 桃園市,1 一般
0008,國立中央大學,03111013,經濟學系,D 日,D 博士,2,2, -, -, -, -, -, -, -, -, -, -, -,1, -,1, -, -, -,03 桃園市,1 一般
0008,國立中央大學,03111013,經濟學系,D 日,M 碩士,26,12,14,6,6,5,7,1, -, -,1, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,03111013,經濟學系,D 日,B 學士,240,123,117,30,29,26,32,30,30,34,23, -, -, -, -, -, -,3,3,03 桃園市,1 一般
0008,國立中央大學,03111014,產業經濟研究所,D 日,D 博士,1,1, -, -, -,1, -, -, -, -, -, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,03111014,產業經濟研究所,D 日,M 碩士,64,27,37,13,13,13,9, -,11,1,3, -,1, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,03111014,產業經濟研究所,N 職,M 碩士,62,26,36,11,13,7,19,7,2,1, -, -,1, -,1, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,03131017,認知神經科學研究所,D 日,D 博士,16,11,5,1,1,3,2,1, -, -, -,2,2,3, -,1, -, -, -,03 桃園市,1 一般
0008,國立中央大學,03131017,認知神經科學研究所,D 日,M 碩士,26,6,20,2,7,2,8,1,3,1,2, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,03131034,跨領域神經科學國際研究生博士學位學程,D 日,D 博士,5,2,3, -,1,1,1,1,1, -, -, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,03131034,跨領域神經科學博士學位學程(台灣聯合大學系統),D 日,D 博士,2, -,2, -, -, -,1, -, -, -, -, -, -, -, -, -,1, -, -,03 桃園市,1 一般
0008,國立中央大學,03199020,客家語文暨社會科學學系客家研究博士班,D 日,D 博士,25,13,12,2,4,3,1,2,2,2, -,2,1, -,3,2,1, -, -,03 桃園市,1 一般
0008,國立中央大學,03199020,客家語文暨社會科學學系客家社會及政策碩士班,D 日,M 碩士,27,6,21, -,5,2,7,4,4, -,5, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,03199020,客家語文暨社會科學學系客家語文碩士班,D 日,M 碩士,18,5,13,3,2, -,6,1,3,1,1, -,1, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,03199020,客家語文暨社會科學學系,D 日,B 學士,143,41,102,9,32,10,26,13,24,8,17, -, -, -, -, -, -,1,3,03 桃園市,1 一般
0008,國立中央大學,03199020,客家語文暨社會科學學系客家研究碩士在職專班,N 職,M 碩士,61,15,46,7,19,2,14,3,6,1,5,2,2, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,04111022,會計研究所,D 日,M 碩士,28,9,19,5,8,4,11, -, -, -, -, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,04111022,會計研究所企業資源規劃會計碩士在職專班,N 職,M 碩士,40,13,27,7,14,6,12, -, -, -,1, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,04121024,財務金融學系,D 日,D 博士,5,4,1, -, -,1, -,2,1,1, -, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,04121024,財務金融學系,D 日,M 碩士,58,30,28,18,13,12,11, -,3, -,1, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,04121024,財務金融學系,D 日,B 學士,259,120,139,27,31,29,38,29,35,30,32, -, -, -, -, -, -,5,3,03 桃園市,1 一般
0008,國立中央大學,04121024,財務金融學系,N 職,M 碩士,64,31,33,14,15,16,16, -,1,1,1, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,04131023,企業管理學系,D 日,D 博士,76,39,37,9,6,4,10,8,7,7,5,2,3,5,3,4,3, -, -,03 桃園市,1 一般
0008,國立中央大學,04131023,企業管理學系,D 日,M 碩士,128,53,75,21,37,27,31,2,5,3,1, -,1, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,04131023,企業管理學系,D 日,B 學士,396,180,216,47,62,40,53,44,47,44,47, -, -, -, -, -, -,5,7,03 桃園市,1 一般
0008,國立中央大學,04131023,企業管理學系,N 職,M 碩士,80,33,47,8,19,13,17,7,9,4,2,1, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,04131081,國際經營管理碩士學位學程,D 日,M 碩士,13,6,7,6,7, -, -, -, -, -, -, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,04199027,人力資源管理研究所,D 日,D 博士,6,3,3, -,1, -, -, -, -, -,2, -, -,1, -,2, -, -, -,03 桃園市,1 一般
0008,國立中央大學,04199027,人力資源管理研究所,D 日,M 碩士,48,9,39,2,18,7,19, -,2, -, -, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,04199027,人力資源管理研究所,N 職,M 碩士,56,14,42,8,17,4,19,2,2, -,3, -,1, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,04199029,管理學院高階主管企管碩士班,N 職,M 碩士,170,129,41,55,14,60,20,7,5,2,2,3, -,2, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,04199029,管理學院碩士在職現役軍人營區專班,N 職,M 碩士,15,10,5,10,5, -, -, -, -, -, -, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,04211030,法律與政府研究所,D 日,M 碩士,58,32,26,11,7,7,7,4,6,8,6,2, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,04211030,法律與政府研究所,N 職,M 碩士,50,24,26,12,15,12,11, -, -, -, -, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,05121031,生命科學系,D 日,D 博士,24,11,13,1,2,3,3,1,1,2,4,2,2, -,1,2, -, -, -,03 桃園市,1 一般
0008,國立中央大學,05121031,生命科學系,D 日,M 碩士,66,29,37,14,18,10,13,4,5,1,1, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,05121031,生命科學系,D 日,B 學士,154,80,74,22,21,18,22,17,16,20,13, -, -, -, -, -, -,3,2,03 桃園市,1 一般
0008,國立中央大學,05211048,遙測科技碩士學位學程,D 日,M 碩士,22,14,8,7,3,5,3,2,2, -, -, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,05211049,環境科技博士學位學程（台灣聯合大學系統）,D 日,D 博士,15,13,2, -,1,2, -,4, -,3,1,4, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,05311035,化學學系,D 日,D 博士,10,9,1,3, -,1, -, -, -, -, -,3,1, -, -,2, -, -, -,03 桃園市,1 一般
0008,國立中央大學,05311035,化學學系,D 日,M 碩士,157,89,68,36,37,45,31,5, -,2, -,1, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,05311035,化學學系,D 日,B 學士,151,71,80,20,18,18,22,13,23,18,16, -, -, -, -, -, -,2,1,03 桃園市,1 一般
0008,國立中央大學,05321036,地球科學學系地球物理博士班,D 日,D 博士,21,18,3,3,1,2,1,2, -,4,1,2, -,2, -,3, -, -, -,03 桃園市,1 一般
0008,國立中央大學,05321036,地球科學學系地球物理碩士班,D 日,M 碩士,40,24,16,11,9,11,4,1,1,1,1, -,1, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,05321036,地球科學學系,D 日,B 學士,178,111,67,35,18,34,12,18,23,20,14, -, -, -, -, -, -,4, -,03 桃園市,1 一般
0008,國立中央大學,05321037,應用地質研究所,D 日,D 博士,26,20,6,3,4,3,1,4, -,3, -,5,1,1, -,1, -, -, -,03 桃園市,1 一般
0008,國立中央大學,05321037,應用地質研究所,D 日,M 碩士,39,24,15,10,3,11,10,3,2, -, -, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,05321041,地球系統科學國際研究生博士學位學程,D 日,D 博士,37,22,15,2,3,1,1,3,4,5,1,4, -,1,2,6,4, -, -,03 桃園市,1 一般
0008,國立中央大學,05321078,地球科學學院學士班,D 日,B 學士,61,37,24,10,7,10,4,10,5,7,8, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,05322044,大氣科學學系大氣物理博士班,D 日,D 博士,27,21,6,2, -,3,1,4, -,2,3,2,1,5,1,3, -, -, -,03 桃園市,1 一般
0008,國立中央大學,05322044,大氣科學學系大氣物理碩士班,D 日,M 碩士,54,37,17,16,7,16,9,3,1,1, -,1, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,05322044,大氣科學學系,D 日,B 學士,164,98,66,13,19,20,11,20,15,37,19, -, -, -, -, -, -,8,2,03 桃園市,1 一般
0008,國立中央大學,05322079,太空科學與工程學系,D 日,D 博士,23,17,6,2,1,6,1,3, -,3,2, -,1,2,1,1, -, -, -,03 桃園市,1 一般
0008,國立中央大學,05322079,太空科學與工程學系,D 日,M 碩士,47,35,12,14,4,11,7,7, -,3,1, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,05322079,太空科學與工程學系,D 日,B 學士,95,71,24,21,10,27,7,23,7, -, -, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,05323039,水文與海洋科學研究所,D 日,D 博士,15,8,7,1,2,3,2,2, -,2,1, -, -, -,1, -,1, -, -,03 桃園市,1 一般
0008,國立中央大學,05323039,水文與海洋科學研究所,D 日,M 碩士,20,12,8,6,3,4,3,2,2, -, -, -, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,05331042,物理學系,D 日,D 博士,56,45,11,13,1,7,2,4,1,3,3,8,3,4, -,6,1, -, -,03 桃園市,1 一般
0008,國立中央大學,05331042,物理學系,D 日,M 碩士,88,75,13,31,7,25,5,10,1,6, -,3, -, -, -, -, -, -, -,03 桃園市,1 一般
0008,國立中央大學,05331042,物理學系,D 日,B 學士,195,150,45,42,13,39,11,31,11,35,8, -, -, -, -, -, -,3,2,03 桃園市,1 一般
0008,國立中央大學,05332045,天文研究所,D 日,D 博士,9,7,2,2, -,1, -,1, -,1,1,1, -, -, -,1,1, -, -,03 桃園市,1 一般
